chr	start	end	common_name	sys_name	fpkm_1	fpkm_2
chrXV	73030	73357	YOL131W	YOL131W	0	0
chrXII	423473	423800	YLR140W	YLR140W	0	0
chrXIII	250674	251001	YML009C-A	YML009C-A	0	0
chrXVI	406171	406498	YPL080C	YPL080C	0.776572241	0.944294369
chrXV	518194	518521	YOR105W	YOR105W	0	0
chrXIV	352372	352699	MFA2	YNL145W	994.0124688	760.156967
chrXII	668236	668563	VPS63	YLR261C	0	0
chrXIV	687140	687468	HUB1	YNR032C-A	47.0668404	29.48326419
chrIV	106740	107070	YDL196W	YDL196W	1.538982071	0.467841891
chrIV	1489904	1490234	API2	YDR525W	1.538982071	0
chrXVI	587188	587518	YPR014C	YPR014C	0	0
chrVII	529256	529586	YGR022C	YGR022C	0	0
chrIX	19514	19844	YIL171W	YIL171W	0	0
chrXII	391077	391407	YLR123C	YLR123C	0.769491035	0.467841891
chrIV	1039369	1039699	YDR290W	YDR290W	0	0
chrV	42346	42676	SOM1	YEL059C-A	9.233892425	9.35683782
chrXV	903042	903372	YOR314W	YOR314W	0.769491035	0.467841891
chrXVI	825346	825676	YPR146C	YPR146C	0.769491035	1.871367564
chrV	355139	355469	YER097W	YER097W	17.69829382	14.97094051
chrXV	761391	761721	YOR225W	YOR225W	2.308473106	0.467841891
chrXV	159115	159445	MHF1	YOL086W-A	28.1291723	21.93545639
chrIV	541473	541805	SNR47	snR47	7680.751041	5751.318452
chrVII	316787	317119	SNR82	snR82	7702.719177	6498.120334
chrXIV	516402	516735	YNL057W	YNL057W	2.28761341	1.854457616
chrIV	657647	657980	YDR102C	YDR102C	7.625378032	6.026987253
chrX	468000	468333	YJR020W	YJR020W	0	2.781686424
chrIX	433388	433721	YIR040C	YIR040C	0	0
chrIX	83207	83540	YIL142C-A	YIL142C-A	0	0
chrIII	200910	201243	YCR041W	YCR041W	3.050151213	2.781686424
chrII	294023	294356	YBR027C	YBR027C	3.050151213	0.463614404
chrXII	370390	370723	YLR111W	YLR111W	0	0.463614404
chrXI	2388	2721	YKL223W	YKL223W	0	0
chrXII	855198	855531	YLR365W	YLR365W	0.762537803	2.31807202
chrVII	187463	187796	HUR1	YGL168W	0	0
chrII	43764	44097	YBL094C	YBL094C	0	3.708915232
chrI	57516	57850	BOL1	YAL044W-A	53.59747694	45.06666144
chrVII	574916	575250	YGR039W	YGR039W	12.21041241	11.38314981
chrIV	1483140	1483476	YDR521W	YDR521W	0	0
chrVII	449787	450123	YGL024W	YGL024W	0	1.3783879
chrXI	228463	228799	YKL111C	YKL111C	0	0
chrXVI	647011	647347	YPR039W	YPR039W	0	0.459462633
chrX	391310	391646	YJL028W	YJL028W	0	0
chrVII	261579	261915	YGL132W	YGL132W	1.511418213	0.918925267
chrXIII	214085	214421	YML031C-A	YML031C-A	0	0
chrI	217156	217492	YAR060C	YAR060C	0	0
chrXV	384599	384935	YOR029W	YOR029W	0	0
chrXIII	565573	565909	YMR153C-A	YMR153C-A	1.511418213	0.918925267
chrVIII	537758	538094	YHR212C	YHR212C	0	0
chrII	5789	6125	YBL109W	YBL109W	0	0.459462633
chrVII	828624	828960	YGR164W	YGR164W	0	0
chrVII	627082	627418	YGR069W	YGR069W	3.022836426	1.837850533
chrXIII	103874	104212	ATP18	YML081C-A	202.6763773	139.6846081
chrX	349029	349367	YJL047C-A	YJL047C-A	0	0
chrXIII	442025	442364	YMR086C-A	YMR086C-A	1.498003258	1.366153688
chrIX	313712	314051	YIL020C-A	YIL020C-A	0	0
chrXV	999	1338	YOL166C	YOL166C	0	0
chrXV	1050725	1051064	YOR379C	YOR379C	4.494009775	5.009230188
chrVII	765725	766064	YGR139W	YGR139W	1.498003258	1.82153825
chrIX	177342	177681	YIL100C-A	YIL100C-A	0	0.910769125
chrXIV	602137	602476	YNL017C	YNL017C	0.749001629	0.455384563
chrV	6125	6464	YEL074W	YEL074W	0.749001629	0.455384563
chrXII	954258	954597	YLR415C	YLR415C	0	0.455384563
chrV	319901	320240	YER079C-A	YER079C-A	1.498003258	0
chrXI	114355	114694	YKL177W	YKL177W	0.749001629	0
chrXIV	585586	585926	NME1	NME1	13461.67592	9966.659375
chrI	73370	73710	YAL037C-A	YAL037C-A	0.746792185	1.362123736
chrXIV	157553	157894	ATX1	YNL259C	99.03123305	90.08846014
chrXV	580158	580500	IRC14	YOR135C	0	0
chrXII	705070	705412	YLR282C	YLR282C	0	0.902756494
chrXV	479295	479637	YOR082C	YOR082C	0	0.451378247
chrIII	23583	23925	ADF1	YCL058W-A	27.20905918	15.46392344
chrVII	936034	936376	YGR219W	YGR219W	0.742412172	0.902756494
chrI	186511	186853	YAR030C	YAR030C	3.71206086	0.902756494
chrXV	161672	162014	YOL085C	YOL085C	0	0
chrXV	14312	14654	YOL160W	YOL160W	0.742412172	0.451378247
chrIX	333010	333352	YIL012W	YIL012W	0.742412172	0.902756494
chrVII	84838	85180	YGL217C	YGL217C	0	0.451378247
chrXII	80355	80697	RRT7	YLL030C	0	0
chrXV	259344	259687	SNR50	snR50	1967.561578	1518.497134
chrXV	389188	389532	CRS5	YOR031W	18.45208095	12.1161502
chrXI	364729	365073	SNR69	snR69	2425.34152	1804.408887
chrXII	488996	489341	YLR161W	YLR161W	0	0
chrVII	949364	949709	YGR228W	YGR228W	0	0
chrXVI	163921	164266	YPL205C	YPL205C	1.471875295	1.342325426
chrVI	226120	226465	YFR035C	YFR035C	0.735937647	0.447441809
chrIV	391782	392127	YDL034W	YDL034W	0.735937647	0.447441809
chrXII	391599	391944	YLR124W	YLR124W	2.207812942	2.684650851
chrII	99962	100307	YBL065W	YBL065W	0	0
chrXII	472112	472457	YLR156W	YLR156W	0	0
chrXII	485344	485689	YLR159W	YLR159W	0	0
chrXV	720166	720512	YOR199W	YOR199W	0	0.446144876
chrII	88034	88380	SNR56	snR56	6125.799921	4474.833104
chrXV	648672	649019	RPS28A	YOR167C	2728.448414	1909.319547
chrXIII	652802	653150	YMR194C-A	YMR194C-A	11.67320118	5.766454663
chrXII	522105	522453	YLR184W	YLR184W	0	0
chrXIV	61509	61857	YNL303W	YNL303W	0	0
chrXII	757264	757612	YLR311C	YLR311C	1.459150148	0.443573436
chrIII	78948	79296	YCL023C	YCL023C	0	0
chrX	53942	54290	YJL202C	YJL202C	0	0.443573436
chrIV	926222	926570	YDR230W	YDR230W	0	0.443573436
chrXII	606829	607177	YLR232W	YLR232W	0	0.443573436
chrVII	848719	849067	YGR176W	YGR176W	0	2.661440613
chrIV	1468225	1468573	YDR509W	YDR509W	1.459150148	0
chrXVI	486563	486911	YPL035C	YPL035C	0.729575074	0.443573436
chrXI	450	798	YKL225W	YKL225W	0	0
chrVII	167558	167906	YGL177W	YGL177W	13.8619264	15.96864368
chrXII	856708	857057	SNR44	snR44	5843.108066	4162.916299
chrXII	704482	704833	YLR280C	YLR280C	0	0
chrII	442925	443276	YBR099C	YBR099C	2.643995307	5.626317885
chrXIII	878779	879130	YMR304C-A	YMR304C-A	0.723321573	1.75908551
chrI	38695	39046	YAL056C-A	YAL056C-A	1.446643147	0.439771378
chrX	314083	314434	YJL067W	YJL067W	1.446643147	1.75908551
chrX	744910	745261	YJR162C	YJR162C	0	0
chrX	586399	586750	YJR087W	YJR087W	8.67985888	12.75336995
chrXV	516422	516773	YOR102W	YOR102W	2.16996472	3.518171021
chrX	647125	647476	YJR120W	YJR120W	0	0
chrXIII	271192	271543	YMR001C-A	YMR001C-A	0	0
chrV	136278	136629	YEL010W	YEL010W	0	0.439771378
chrIV	462251	462602	YDR008C	YDR008C	3.616607867	4.397713776
chrII	337987	338338	YBR051W	YBR051W	0.723321573	0.439771378
chrXII	11725	12076	YLL065W	YLL065W	0	0
chrXII	680865	681216	YLR269C	YLR269C	0	0
chrXV	981811	982162	YOR345C	YOR345C	0	0
chrIV	18958	19312	YDL242W	YDL242W	0.717174364	0.872067888
chrXV	722564	722918	YOR203W	YOR203W	1.434348729	2.616203663
chrXI	38645	38999	SNR64	snR64	4636.290362	3267.134859
chrXII	500334	500688	YLR169W	YLR169W	1.434348729	0
chrX	703884	704238	YJR146W	YJR146W	2.868697458	0
chrXVI	654523	654877	OPI11	YPR044C	0	0
chrVI	100251	100605	YFL019C	YFL019C	0	0.436033944
chrI	79488	79842	YAL034C-B	YAL034C-B	0	0
chrIII	262915	263269	YCR085W	YCR085W	5.020220551	1.744135775
chrIX	177372	177726	YIL100W	YIL100W	0.717174364	1.308101831
chrXII	573465	573819	COA4	YLR218C	3.92065897	1.362123736
chrVII	858550	858904	YGR182C	YGR182C	0.717174364	1.308101831
chrIX	36898	37252	YIL163C	YIL163C	2.868697458	3.48827155
chrXII	903125	903480	ECM19	YLR390W	20.96250419	12.74496667
chrXI	625849	626205	PCC1	YKR095W-A	33.50680818	25.54554326
chrVIII	388980	389337	YHR145C	YHR145C	0	0
chrIV	167358	167715	YDL162C	YDL162C	0.71113076	0.4323595
chrXII	489572	489929	YLR162W	YLR162W	6.400176843	3.891235504
chrXIII	431768	432125	YMR082C	YMR082C	0	0
chrV	512626	512983	YER165C-A	YER165C-A	0	0
chrIX	291960	292317	YIL032C	YIL032C	0	0
chrXI	369364	369721	AIM26	YKL037W	0	0
chrXVI	199018	199376	RTC6	YPL183W-A	85.42933808	63.974972
chrX	469755	470113	LSM8	YJR022W	20.00676692	12.16388917
chrXV	254726	255085	YOL038C-A	YOL038C-A	9.193053516	3.869496758
chrXII	105455	105814	YLL020C	YLL020C	1.858073766	5.083595741
chrXIV	672701	673061	YNR025C	YNR025C	0	0
chrIII	293178	293538	HMRA2	YCR096C	0	0
chrII	683372	683732	YBR232C	YBR232C	0	0
chrXII	547285	547645	YLR198C	YLR198C	0.705188163	0
chrII	486506	486866	YBR124W	YBR124W	0	0
chrX	136173	136533	YJL152W	YJL152W	0	0.857492937
chrIII	107451	107811	SNR43	snR43	7529.999209	5466.517472
chrIV	340460	340820	RPS29B	YDL061C	2509.059485	1842.752321
chrX	26411	26771	YJL215C	YJL215C	3.525940817	0.857492937
chrXVI	646835	647195	IRC16	YPR038W	0	0
chrX	662920	663280	YJR128W	YJR128W	2.11556449	0.857492937
chrX	349029	349390	SNR60	snR60	0	0
chrIII	224373	224734	TAH1	YCR060W	58.9453103	33.54077223
chrVIII	262191	262553	SAE3	YHR079C-A	0	0.426371142
chrIV	1523248	1523611	PAU10	YDR542W	0	0
chrII	809056	809419	PAU24	YBR301W	2.098032188	0.850386642
chrIX	8792	9155	PAU14	YIL176C	0	0
chrX	8775	9138	PAU1	YJL223C	0	0
chrVIII	107759	108122	QCR10	YHR001W-A	50.1270275	32.78162681
chrVII	6289	6652	PAU11	YGL261C	0	0
chrVIII	11922	12285	PAU13	YHL046C	0	0
chrVII	1080305	1080668	PAU12	YGR294W	1.398688125	0.850386642
chrXII	1062918	1063281	PAU4	YLR461W	0.699344063	0
chrXII	732190	732553	YLR302C	YLR302C	0	0.425193321
chrI	1806	2169	PAU8	YAL068C	0	0
chrXII	13082	13445	PAU18	YLL064C	0	0
chrVIII	69707	70070	YHL018W	YHL018W	13.98688125	8.503866417
chrVIII	234873	235236	YHR069C-A	YHR069C-A	0.699344063	0.850386642
chrXIV	781917	782280	PAU6	YNR076W	0	0
chrXV	11548	11911	PAU20	YOL161C	0	0
chrX	503709	504072	YJR038C	YJR038C	0	0.425193321
chrVII	583933	584296	YGR045C	YGR045C	0	1.275579963
chrX	730514	730877	YJR157W	YJR157W	0	0
chrXVI	366412	366777	ERI1	YPL096C-A	52.16261346	38.47999554
chrIV	182821	183187	YDL152W	YDL152W	0.693596029	0.421698581
chrIX	380018	380384	GAT4	YIR013C	3.467980146	0.421698581
chrXIII	415687	416053	YMR075C-A	YMR075C-A	2.080788088	2.530191487
chrIV	854174	854540	YDR199W	YDR199W	1.387192058	0.843397162
chrIX	246549	246915	YIL059C	YIL059C	11.7911325	8.855670206
chrVII	880295	880661	YGR190C	YGR190C	0	0
chrXIII	380068	380434	YMR052C-A	YMR052C-A	0	0
chrVII	433213	433579	YGL034C	YGL034C	2.774384117	2.108492906
chrV	250636	251002	ISD11	YER048W-A	89.45801146	74.64788834
chrXII	131084	131451	COX17	YLL009C	77.07836188	37.57101926
chrX	637800	638168	YJR112W-A	YJR112W-A	27.79229598	18.4335308
chrXVI	296285	296654	YPL136W	YPL136W	0	0.418260821
chrXVI	883226	883595	YPR170W-B	YPR170W-B	48.55172204	31.89095521
chrIII	13750	14119	YCL065W	YCL065W	0	0
chrXV	1043190	1043559	YOR376W	YOR376W	0	1.254782463
chrX	272477	272846	YJL086C	YJL086C	0.687941714	0
chrXIV	605330	605699	PBI2	YNL015W	96.31183992	63.5756448
chrVI	263956	264325	YFR056C	YFR056C	0.687941714	0
chrX	102098	102467	YJL169W	YJL169W	2.063825141	1.673043284
chrV	571154	571523	YER189W	YER189W	0	0
chrII	135997	136366	YBL044W	YBL044W	0.687941714	1.254782463
chrXIV	315628	315997	YNL171C	YNL171C	0	0.418260821
chrX	570404	570773	YJR071W	YJR071W	0	0
chrV	5344	5713	YEL075C	YEL075C	0	0
chrXIII	652274	652645	SNR11	snR11	18664.92221	13331.13445
chrIV	1011588	1011960	YDR274C	YDR274C	0	0
chrII	784701	785073	YBR292C	YBR292C	2.729515371	6.223179871
chrIV	364445	364817	YDL050C	YDL050C	0	0
chrV	400866	401238	YER119C-A	YER119C-A	1.364757685	0.414878658
chrXVI	892312	892684	YPR177C	YPR177C	0	0
chrXIII	388358	388730	YMR057C	YMR057C	0.682378843	0
chrIV	1301554	1301926	YDR417C	YDR417C	0.682378843	0.414878658
chrX	628711	629083	ABM1	YJR108W	5.459030742	6.223179871
chrXVI	697130	697502	YPR077C	YPR077C	0	0
chrXIV	96172	96544	YNL285W	YNL285W	0.682378843	0
chrXI	1809	2181	PAU16	YKL224C	0	0
chrXIV	493312	493685	TOM7	YNL070W	260.6485401	212.2606205
chrIX	308200	308575	YIL025C	YIL025C	0	0
chrIII	307800	308175	PAU3	YCR104W	0	0.823101509
chrIX	433928	434303	PAU15	YIR041W	0	0
chrV	194217	194592	SBH2	YER019C-A	323.7160484	241.3936332
chrXI	339571	339946	YKL053W	YKL053W	0.676905216	2.880855281
chrIV	330665	331040	YDL071C	YDL071C	2.707620863	1.646203018
chrXII	454695	455070	TAR1	YLR154W-C	0	0
chrXVI	696475	696850	YPR076W	YPR076W	1.353810431	0.411550754
chrXIII	510700	511075	YMR122C	YMR122C	0	0.823101509
chrXIII	922640	923015	PAU19	YMR325W	0	0
chrXII	876921	877296	YLR379W	YLR379W	0.676905216	0
chrXIV	366037	366412	YSF3	YNL138W-A	12.15180243	6.8956152
chrII	119334	119709	YBL053W	YBL053W	2.030715647	3.292406035
chrXV	880519	880895	YOR300W	YOR300W	2.025300405	1.641813143
chrIV	635803	636180	YDR094W	YDR094W	2.693218624	4.502978201
chrXIII	610994	611371	SIP18	YMR175W	0.673304656	2.046808273
chrXII	790668	791046	JIP3	YLR331C	0	0
chrXI	463738	464116	YKR012C	YKR012C	2.686074808	0.408275815
chrXII	263576	263954	BUD28	YLR062C	0.671518702	1.633103259
chrXII	390953	391331	YLR122C	YLR122C	1.343037404	1.633103259
chrXIV	609132	609510	YNL013C	YNL013C	0	0
chrI	61230	61608	YAL042C-A	YAL042C-A	0	0
chrXIII	245536	245914	YML012C-A	YML012C-A	3.35759351	1.633103259
chrIII	83619	83997	YCL021W-A	YCL021W-A	35.71958387	23.88881557
chrXIII	778777	779156	COX7	YMR256C	104.4797828	81.84633971
chrV	228450	228831	FMP49	YER038W-A	3.331086193	5.2656836
chrXII	796697	797078	YLR334C	YLR334C	0	0.405052585
chrV	536274	536655	YER172C-A	YER172C-A	0	0
chrXII	1056454	1056835	YLR458W	YLR458W	0	0
chrIV	247301	247682	YDL118W	YDL118W	0	0
chrXII	66561	66942	YLL037W	YLL037W	2.664868954	2.835368092
chrIX	96862	97243	SNR68	snR68	3624.221778	2670.106638
chrII	105307	105688	YBL062W	YBL062W	2.664868954	0.810105169
chrXII	348256	348637	SNR79	snR79	4532.008338	3331.701031
chrI	12045	12426	YAL064W-B	YAL064W-B	0	0.810105169
chrI	13362	13743	TDA8	YAL064C-A	1.332434477	0
chrX	586035	586417	STE18	YJR086W	65.63473536	48.45629068
chrXVI	664962	665345	YPR050C	YPR050C	1.225968768	1.118062824
chrXII	1006024	1006408	YLR434C	YLR434C	1.321997654	3.215038792
chrX	503101	503485	YJR037W	YJR037W	0	0
chrIV	769917	770301	YDR157W	YDR157W	2.525312226	0.383840354
chrXVI	203305	203689	YPL182C	YPL182C	0	0
chrXII	46671	47055	YLL047W	YLL047W	1.321997654	0
chrXIII	607827	608211	YMR172C-A	YMR172C-A	0	0
chrXIII	573111	573496	YMR158C-A	YMR158C-A	7.252052232	3.607499582
chrXV	820419	820805	RBL2	YOR265W	75.61998266	46.37589072
chrI	11564	11951	YAL065C	YAL065C	1.967584591	0
chrXVI	674313	674700	YPR059C	YPR059C	0.65586153	1.993782152
chrXIII	90743	91130	YML090W	YML090W	0.65586153	0
chrXIII	651071	651458	YMR193C-A	YMR193C-A	0	0
chrXII	721734	722123	YLR294C	YLR294C	9.233892425	9.824679712
chrII	265491	265881	YBR013C	YBR013C	22.12731805	19.7840594
chrXVI	100473	100863	YPL238C	YPL238C	1.952410416	0.395681188
chrXIII	160022	160412	YML057C-A	YML057C-A	0	0
chrXIII	886182	886572	YMR306C-A	YMR306C-A	5.206427777	3.95681188
chrVII	720264	720654	YGR114C	YGR114C	0.650803472	0
chrXII	704308	704698	YLR279W	YLR279W	0.650803472	1.97840594
chrXII	500732	501122	YLR171W	YLR171W	0.650803472	0.791362376
chrXV	678871	679261	FYV12	YOR183W	0.650803472	1.582724752
chrXV	70155	70545	YOL134C	YOL134C	0	0.395681188
chrXII	871452	871842	YLR374C	YLR374C	3.254017361	0.395681188
chrIX	85052	85442	YIL141W	YIL141W	0.650803472	1.187043564
chrVII	609408	609800	SNR48	snR48	6269.496108	4493.203776
chrXVI	939278	939671	ARR2	YPR200C	4.520759833	4.319183172
chrXV	586949	587342	YOR139C	YOR139C	0	0
chrVIII	98827	99220	YHL005C	YHL005C	0	0.392653016
chrX	638658	639051	YJR114W	YJR114W	0.645822833	0
chrV	437951	438344	YER135C	YER135C	0	1.177959047
chrXIV	356793	357186	YNL143C	YNL143C	10.97898817	7.853060314
chrIII	106973	107366	YCL007C	YCL007C	1.291645667	0.785306031
chrXI	222892	223285	YKL115C	YKL115C	0.645822833	0.392653016
chrIV	1345646	1346039	YDR442W	YDR442W	0	0
chrVII	344790	345183	MF(ALPHA)2	YGL089C	2.79737625	2.976353246
chrXVI	528975	529369	MRPS16	YPL013C	41.03632367	25.3334634
chrVI	253422	253818	YFR052C-A	YFR052C-A	0	0
chrXIV	137698	138094	BSC4	YNL269W	0	0
chrXIV	315977	316373	YNL170W	YNL170W	6.409178498	5.845062613
chrXII	342565	342961	YLR101C	YLR101C	0	0
chrX	294665	295061	ICS3	YJL077C	0	0.389670841
chrIV	1321582	1321978	YDR426C	YDR426C	8.058224424	3.674482332
chrX	315174	315570	YJL064W	YJL064W	0.64091785	0
chrXIV	31049	31445	YNL324W	YNL324W	0.64091785	0.389670841
chrIV	560248	560644	YDR053W	YDR053W	0	0.389670841
chrXIII	251161	251558	MRPL39	YML009C	66.48713452	52.86140801
chrV	550772	551170	SLO1	YER180C-A	17.85529325	15.89601831
chrXII	892991	893390	SWC7	YLR385C	14.62999665	10.82854146
chrIV	1212437	1212836	YDR366C	YDR366C	0.636086811	1.546934494
chrXII	954490	954889	YLR416C	YLR416C	0	0.386733623
chrXV	413794	414193	TOM6	YOR045W	246.1655957	177.5107332
chrXV	825533	825932	YOR268C	YOR268C	0.636086811	0.386733623
chrXIII	209427	209826	YML034C-A	YML034C-A	0	0
chrXV	720416	720815	YOR200W	YOR200W	0	0.386733623
chrXII	611531	611930	YLR235C	YLR235C	0.636086811	0
chrXI	186415	186814	YKL136W	YKL136W	1.908260432	0
chrIV	844553	844952	YDR193W	YDR193W	0	0.386733623
chrXV	181056	181455	YOL079W	YOL079W	0	0
chrVIII	364868	365267	YHR130C	YHR130C	6.045672852	2.7567758
chrXVI	900131	900531	SMX3	YPR182W	72.33215733	55.16430438
chrII	237077	237478	ECM15	YBL001C	151.264624	110.8223871
chrIV	1013283	1013684	PMP3	YDR276C	689.8679505	491.389543
chrX	469803	470205	YJR023C	YJR023C	10.73257696	10.36368957
chrII	760214	760616	YBR277C	YBR277C	0.631328057	0
chrII	504242	504644	YBR134W	YBR134W	0.631328057	0.383840354
chrXIII	82218	82620	YML094C-A	YML094C-A	0.631328057	1.919201772
chrII	203405	203807	YBL012C	YBL012C	0	0
chrXIV	694940	695343	RSM19	YNR037C	57.68260648	38.57741325
chrXIII	609996	610399	PAI3	YMR174C	6.927333476	4.97751186
chrII	595203	595606	YBR182C-A	YBR182C-A	1.259515177	0.382885528
chrXIV	721808	722211	SNR191	snR191	5189.202531	4005.748391
chrXIII	69344	69747	YML101C-A	YML101C-A	5.667818298	4.594626333
chrXIV	636930	637335	YNR005C	YNR005C	0	0
chrVII	939267	939672	SNR7-L	snR7-L	77.25941601	49.06985807
chrXV	798038	798444	YOR248W	YOR248W	0	0
chrXIII	841919	842326	MRPL33	YMR286W	53.6628848	43.75780041
chrXV	1025265	1025672	YOR366W	YOR366W	4.441448257	2.314586198
chrXIV	349250	349658	YNL150W	YNL150W	1.244042018	0.756363549
chrV	136370	136778	YEL009C-A	YEL009C-A	1.244042018	1.890908872
chrV	462543	462951	LSM5	YER146W	152.3891082	99.37552245
chrXVI	793373	793781	YPR130C	YPR130C	0	0
chrXV	818756	819164	YOR263C	YOR263C	0	0
chrXIII	69696	70106	CUE4	YML101C	36.65702091	24.72470301
chrIV	636116	636527	YDR095C	YDR095C	0.617469636	0.375414591
chrVII	1021647	1022058	YGR265W	YGR265W	0	0.375414591
chrXIV	222238	222649	YNL226W	YNL226W	0	0.375414591
chrV	465202	465613	YER147C-A	YER147C-A	0.617469636	0
chrII	673154	673565	YBR226C	YBR226C	0	0
chrVIII	236101	236512	YHR070C-A	YHR070C-A	0	0
chrIII	228090	228501	YCR064C	YCR064C	6.694202061	2.959999657
chrXII	393483	393894	YLR125W	YLR125W	5.557226722	6.38204804
chrXI	258502	258913	YKL097C	YKL097C	1.234939272	0
chrIV	871035	871449	YDR209C	YDR209C	0	0
chrXV	356542	356956	YOR012W	YOR012W	6.742828226	4.472251297
chrXI	382071	382485	YKL031W	YKL031W	1.225968768	0.745375216
chrXVI	174342	174756	YPL197C	YPL197C	0	0.745375216
chrXI	403490	403906	YKL018C-A	YKL018C-A	17.11355238	7.175756743
chrVII	910407	910824	MVB12	YGR206W	35.29670177	20.34999764
chrXII	1013823	1014240	LSM3	YLR438C-A	61.46494619	40.32999532
chrIII	26909	27326	PEX34	YCL056C	18.34511237	10.51627207
chrX	298459	298876	APQ13	YJL075C	0	0
chrIV	38467	38885	OST4	YDL232W	189.4165847	125.4983068
chrIV	871065	871484	YDR210W	YDR210W	162.3147454	103.8407535
chrII	741294	741713	MRPL37	YBR268W	55.08629575	44.53703187
chrV	86178	86598	MTC7	YEL033W	882.7457912	688.4153855
chrIII	106997	107417	VMA9	YCL005W-A	163.7538955	112.2640945
chrXVI	678950	679370	YPR064W	YPR064W	0	0.734701585
chrXVI	335947	336367	YPL114W	YPL114W	13.29254443	12.12257616
chrXV	751475	751895	YOR218C	YOR218C	0	0
chrXIV	144244	144664	YNL266W	YNL266W	3.625239389	1.469403171
chrI	36495	36918	YAL059C-A	YAL059C-A	0	0.729478588
chrIV	1337351	1337774	GPI19	YDR437W	22.19671653	16.77800753
chrXII	283184	283607	YLR076C	YLR076C	0.599911257	0.364739294
chrXIV	258154	258577	YNL205C	YNL205C	0	0.729478588
chrX	159452	159876	YJL133C-A	YJL133C-A	25.378153	16.93496136
chrXVI	720606	721030	RDS3	YPR094W	26.35832852	23.85200692
chrIV	1233123	1233547	SDH6	YDR379C-A	6.710332668	7.788721988
chrXII	171338	171764	GAT3	YLR013W	0	0
chrV	566229	566655	YER187W	YER187W	4.169736129	2.172987983
chrV	68839	69265	YEL045C	YEL045C	1.19135318	0
chrXI	506878	507304	YKR033C	YKR033C	0	0.362164664
chrIV	339856	340282	YDL062W	YDL062W	0	0.362164664
chrVIII	238845	239272	YHR071C-A	YHR071C-A	3.172463041	0.385764366
chrXIII	472847	473275	YMR103C	YMR103C	11.26484417	6.848898503
chrXIV	701237	701666	YNR042W	YNR042W	0	0.359626127
chrVII	311504	311933	YGL102C	YGL102C	0.591501287	0.359626127
chrXIV	424154	424583	RRT16	YNL105W	0	0
chrIV	1525094	1525523	YDR544C	YDR544C	0	0
chrII	367762	368191	YBR064W	YBR064W	0	0
chrVIII	370020	370449	IGO2	YHR132W-A	49.36669738	32.32319625
chrXIII	14344	14775	COX14	YML129C	55.93126119	42.23850673
chrX	585050	585481	YJR085C	YJR085C	187.2225375	118.4825909
chrXV	1646	2078	AAD15	YOL165C	0	0.357122928
chrV	295300	295732	YER068C-A	YER068C-A	1.174768217	0
chrXIV	209547	209979	YNL235C	YNL235C	1.174768217	0.357122928
chrXV	408357	408789	YOR041C	YOR041C	1.174768217	1.071368785
chrII	80896	81328	YBL077W	YBL077W	0	0
chrX	50020	50452	NCE101	YJL205C	31.71874185	19.28463813
chrIV	1385355	1385788	YDR461C-A	YDR461C-A	19.33880595	11.40148016
chrXII	854011	854444	GRX8	YLR364W	38.67761191	29.21629291
chrXVI	786140	786575	YPR123C	YPR123C	1.166647699	4.610506378
chrIX	381947	382382	RPR2	YIR015W	8.166533892	10.28497577
chrIX	246391	246826	YIL060W	YIL060W	0	0.354654337
chrXV	429477	429912	YOR055W	YOR055W	0	0
chrIV	1194597	1195032	OPI7	YDR360W	0	0
chrX	147809	148245	IRC9	YJL142C	0	0
chrIV	1035144	1035581	YDR286C	YDR286C	22.06462597	14.82715424
chrVII	139576	140013	YGL194C-A	YGL194C-A	34.86432623	29.62778999
chrVII	345985	346423	SNR10	snR10	68.93900121	67.97839028
chrVII	288013	288451	YGL118C	YGL118C	1.158638676	0.704439278
chrXIV	300665	301103	YNL179C	YNL179C	2.317277352	1.761098194
chrIII	154666	155104	MAK31	YCR020C-A	0	0
chrI	95385	95823	YAL026C-A	YAL026C-A	0	0
chrXVI	17947	18385	YPL276W	YPL276W	0	0
chrV	462385	462823	YER145C-A	YER145C-A	0.579319338	0.704439278
chrV	7128	7566	YEL073C	YEL073C	3.475916027	1.408878555
chrIV	478351	478791	DAD1	YDR016C	36.3308444	24.54304955
chrXIV	38641	39082	YNL319W	YNL319W	0	0
chrIII	2125	2566	YCL075W	YCL075W	1.150738867	0.699636282
chrV	424694	425136	SNR4	snR4	6041.457331	4338.379542
chrX	496641	497083	PET191	YJR034W	21.31895163	14.58189305
chrXII	550193	550636	YLR202C	YLR202C	2.291063807	0
chrX	36756	37200	YJL211C	YJL211C	0	1.389796679
chrIV	1162005	1162449	YDR344C	YDR344C	2.285892105	4.864288375
